Description,DangerousEquipment,EquipmentProximity,WorkerMovement,Slips,LeadingEdge,Confinedspace,Hazardousmaterial,Heavymaterialmovement,Electricalsproximity,Hightempertureoperation
تهیه و نصب سنگ پلاک تراورتن کرم یا شکلاتی تکاب (آذربایجان غربی) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تعبیه و جاسازی بازشو یا سوراخ در صفحات گچی روکش‌دار، به سطح بیش از ٠٫٢۵ مترمربع.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و اجرای پوشش سطوح قائم یا افقی یا لمبه از چوب نراد خارجی به ضخامت بیش از ١۴ تا ١۶ میلی‌متر.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
بنایی با بلوک سیمانی توخالی کف پر به ضخامت حدود ١٠ سانتی‌متر و ملات ماسه سیمان 1:5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
بنایی با بلوک سیمانی توخالی به ضخامت حدود ١٠ سانتی‌متر و ملات ماسه سیمان 1:5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
برچیدن دریچه هوا، دمپر و مانند آن.,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
(Paddle pipe) تهیه، ساخت و نصب لوله رابط فولادی برای نصب در داخل کارهای بتنی در تصفیه خانه های آب و فاضلاب یا ابنیه آبی، به همراه تسمه آب بند کننده قبل از اجرای بتن ریزی، به‌طور کامل,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
اندود تگرگی (قشر رویه)، در یک دست به ضخامت حدود ٢ میلی‌متر برای سطوح قائم و افقی و یا زیر سقف، با ملات سیمان سفید و پودر و خاک سنگ ١:١:٣ و استفاده از موادرنگی در صورت لزوم.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب پروفیل‌های آلومینیومی جهت اتصال انواع پوشش ها به زیرسازی، با پوشش آنادایز غیررنگی به ضخامت ١٠ میکرون.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
تخریب سقف تیرچه و بلوک با هر نوع مصالح و به هر ضخامت به انضمام بریدن تیرچه و میلگردها.,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
تهیه، حمل و نصب جدول‌های سنگی با سنگ مرمریت لاشتر (اصفهان)، به ضخامت ۶ سانتی‌متر به همراه بندکشی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
 بنایی با سنگ لاشه و ملات باتارد ١:٢:٩ در پی.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
عایق کاری حرارتی با عایق پشم سنگ پتویی یک طرف توری دار، به ضخامت ٣٠ میلی‌متر و وزن مخصوص ۵٠ کیلوگرم بر مترمکعب.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
تهیه شبکه میل‌گرد پیش‌جوش ساخته شده (مش) از میل‌گرد ساده به انضمام بریدن و کار گذاشتن آن همراه با سیم‌پیچی لازم.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 تهیه، ساخت و جاگذاری شبکه به ابعاد حداکثر 7*٧ سانتی‌متر داخل کلاف چوبی در، از چوب نراد خارجی به ضخامت حدود ۶ میلی متر.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
بارگیری و بار اندازی هرگاه استفاده از جرثقیل و باکت یا وسیله مشابه آن برای بارگیری الزامی باشد.,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
تهیه و نصب سنگ پلاک مرمریت کرم یا صورتی آباده (فارس) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه، حمل و نصب سنگ مکعبی (کیوبیک) به ابعاد ۵×١٠×١٠ سانتی‌متر در سطوح افقی با سنگ تراورتن لیمویی یا قرمز ماکو (آذربایجان غربی)، آذرشهر (آذربایجان شرقی).,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه مصالح و اجرای کف‌پوش کامل دو و میدانی به ضخامت ١٢ تا ١۶ میلی‌متر شامل قشر آستر، لایه گرانول لاستیکی SBR، لایه نهایی رزین پلی یورتان و سخت کننده مربوط همراه با گرانولهای لاستیکی EPDM,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
اجرای سقف  تیرچه و بلوک به ضخامت ٢۵ سانتی‌متر با تیرچه پاشنه بتنی و بلوک توخالی بتنی، شامل تهیه تمام مصالح به ‌استثنای میلگرد، و تهیه تجهیزات لازم به‌طورکامل.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
تهیه و نصب کاشی های سرامیکی لعاب دار یا بدون لعاب روی سطوح قائم با سطح بیش از ۴٩ تا ۶۴ دسی مترمربع.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
شمشه گیری سطوح قائم و سقف ها، با ملات ماسه سیمان.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
تخریب شفته با هر عیار.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
بنایی با بلوک سیمانی توخالی کف پر به ضخامت حدود ٢٠ سانتی‌متر و ملات ماسه سیمان 1:5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
نماسازی موزاییکی شسته (قشر رویه) به ضخامت یک تا ١٫۵ سانتی‌متر، روی سطوح قائم یا افقی با ملات موزاییک 1:2.5:2.5 و شستن آن.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و اجرای زیرسازی از جنس فولاد سرد نورد شده گالوانیزه، در سطوح افقی، متشکل از اعضای استاد، رانر و سایر مقاطع گالوانیزه به همراه اتصالات و تقویتی های مربوط.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب کاشی شیشه ای به ابعاد ١۵×١۵ سانتیمتر در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و اجرای بتن سبک با پوکه معدنی و ١۵٠ کیلوگرم سیمان در مترمکعب بتن .,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
تهیه مصالح و اجرای خط کشی منقطع و متناوب به عرض ١٢ سانتی‌متر، با رنگ های ترافیکی سرد.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
فرش کف با آجر مخصوص کف به سطح نمای تا ٧ دسیمترمربع و ضخامت حدود ٣٠ میلی‌متر با ملات ماسه سیمان 1:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه، ساخت و نصب ابرو از ورق گالوانیزه، با تمام وسایل و لوازم نصب.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
پر کردن شیار محل عبور لوله‌های تاسیساتی با ملات گچ یا گچ‌ و خاک به سطح مقطع تا ١٠٠ سانتی‌متر مربع.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
پخ زدن لبه هر نوع جدول سنگی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه مصالح و اجرای رنگ اتیل سیلیکات روی دو جزئی به طریق بدون هوا، روی اسکلت فولادی در یک قشر به ضخامت خشک ۴٠ میکرون.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
تهیه مصالح، اجرا و نصب زیرسازی و بدنه سقف های کاذب مشبک از پروفیل‌های فولادی سردنورد شده گالوانیزه پلی استر روکار با زبانه های اتصال کشویی، مطابق مشخصات فنی با اتصالات، آویزها و جزییات اجرایی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
تهیه و نصب فتیله چوبی از چوب داخلی، به ابعاد اسمی4*4 سانتی‌متر یا مقطع معادل آن. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه و نصب کاشی های سرامیکی لعاب دار یا بدون لعاب روی سطوح قائم با سطح تا ١۶ دسی مترمربع.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه مصالح و اجرای دیوار جداکننده از جنس MDF به ضخامت حدود ١۶ میلی متر به‌صورت دو جداره به‌طور کامل,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه، ساخت و اجرای سازه نگهبان فولادی از تیرآهن، ناودانی، نبشی، سپری، ورق و مانند آن، برای آن قسمت از سازه نگهبان که الزاماً در کار باقی بماند.,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
عایق کاری رطوبتی، با عایق پیش‌ساخته درجه یک متشکل از قیر پلاستیکی، الیاف پلی استر نوع ترموباند به ضخامت ٣ میلی‌متر به انضمام قشر آستر برای سایر سطوح.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
برچیدن انواع صفحات گچی یا سیمانی دیواری و سقفی به همراه زیرسازی مربوط.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تعبیه و جاسازی بازشو یا سوراخ در صفحات گچی روکش‌دار، به قطر تا ١۵ سانتی‌متر یا سطح معادل آن.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب شیشه ١٠ میلی‌متری مشجر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه، ساخت و کارگذاری پایه یا دستک فولادی از قوطی یا لوله سیاه، برای نصب سیم‌خاردار یا تور سیمی و سایرکارهای مشابه آن.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه و نصب لوله بتنی پیش‌ساخته، به قطر داخلی ۴٠سانتی‌متر و ضخامت ۵ تا ٧ سانتی‌متر، با بتن به عیار ٣٠٠کیلوگرم سیمان در مترمکعب بتن .,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب سنگ پلاک چینی ازنا (لرستان) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه و نصب نوار آب بند حفره دار به عرض اسمی ٢۴ سانتی‌متر، از جنس  P.V.C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب سنگ پلاک تراورتن سفید ابیانه (اصفهان) درسطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
 برچیدن پانل‌های ساندویچی فلزی دیواری و سقفی.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
برچیدن دیوار جداکننده فولادی، چوبی، شیشه‌ای و مانند آن یا ترکیبی از آن‌ها.,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
تهیه و نصب سنگ پلاک مرمریت کرم یا کرم طلایی خوی (آذربایجان غربی) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
سفید کاری زیر سقف ها و پرداخت آن با گچ کشته.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
آماده سازی یازنگ زدایی اسکلت های فولادی به روش ماسه پاشی,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
گالوانیزه کردن قطعات فولادی به ضخامت تا ۶٠ میکرون.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
تحکیم زمین‌های ماسه‌ای به روش تراکم دینامیکی همراه با افزودن خاک ،(Dynamic-Compaction)مناسب.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب کف‌پوش P.V.C ضدباکتری، به‌صورت رول و با ضخامت ١٫۵ تا ٢ میلی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اتصال میلگردها به یکدیگر به روش جوش‌کاری ذوبی فشاری گازی به همراه آماده‌سازی محل اتصال.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
تهیه و نصب سنگ پلاک مرمریت هرسین (کرمانشاه) درسطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه، برش کاری، جوش کاری، فرم دادن، ساییدن و نصب ورق‌های فولادی به منظور پوشش سطوح ستون ها، تیرها، کف پنجره ها و مانند آن.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
تهیه و نصب لوله بتنی پیش‌ساخته، به قطر داخلی ١٠سانتی‌متر و ضخامت تا ۵ سانتی‌متر، با بتن به عیار ٣٠٠کیلوگرم سیمان در مترمکعب بتن .,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
آجرکاری به ضخامت بیش از ٢٢ سانتی‌متر با بلوک سفال و ملات ماسه سیمان 1:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب سنگ پلاک مرمریت قهوه ای جندق (اصفهان) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه، مونتاژ و جاگذاری کابل روکش‌دار برای اجرای مهار تنیده.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه، ساخت و نصب تیر اصلی از یک تیرآهن یا ناودانی.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
برچیدن پله موزاییکی یا سنگی ریشه‌دار، به هر عرض و ارتفاع.,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
تهیه و نصب پلی استایرن منبسط شده با چگالی ١٢ کیلوگرم بر مترمکعب، سفید یا الوان به ضخامت یک سانتی‌متر، با تمام وسایل نصب بدون زیرسازی.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
تهیه و نصب سنگ پلاک تراورتن کرم یا قهوه ای تفرش (مرکزی) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه، ساخت و نصب ستون از ورق با مقطع چهارگوش H و شکل های دیگر,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
عایق کاری رطوبتی، با عایق پیش‌ساخته درجه یک متشکل از قیر پلاستیکی، الیاف پلی استر نوع نبافته و تیشو به ضخامت ٣٫۵ تا ۴ میلی‌متر به انضمام قشر آستر برای سطوح حمام ها، توالت ها، روی پی‌ها و مانند آن.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
تهیه و نصب شیشه ۶ میلی‌متری بازتابنده به رنگ طلایی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه مصالح و اجرای قالب پانلی ماندگار سقفی، به ضخامت ٢٠ سانتی‌متر ، از جنس پلی استایرن خودخاموش شو به‌صورت بلوک با مقاطع ناودانی گالوانیزه به عرض جان ١٢ سانتی‌متر، به‌طور کامل با تمام تجهیزات و وسایل لازم.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه، ساخت و نصب تیرهای خرپایی به اشکال مختلف از تیرآهن، ناودانی، نبشی، سپری و مانند آن با اتصال اعضای خرپا به یکدیگر با استفاده از ورق، برای دهانه تا ٢٠ متر در هر ارتفاع.,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
تهیه و نصب ریل آلومینیومی رنگ نشده توری پشه گیر آلومینیومی.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
تهیه و نصب نایلون شفاف، (فیلم پلی اتیلن) به وزن حدود١٠٠ گرم بر مترمربع برای کارهایی که نایلون الزاماً در کار باقی بماند.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
هزینه بافت و نصب شبکه های سازه فضا کار دارای فرم های آزاد نسبت به هزینه تهیه و آماده سازی قطعات.,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
تهیه و نصب شیشه‌ایمنی آبدیده حرارتی به ضخامت ٨میلی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه مصالح و اجرای خط کشی متصل و مداوم به عرض ١٢ سانتی‌متر، با رنگ های ترافیکی سرد.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
تهیه و اجرای بتن پاششی به روش تر با عیار ۴٠٠ کیلوگرمسیمان در مترمکعب روی دیواره های خاکی، به ازای هرسانتی‌متر ضخامت.,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
فرش کف با موزاییک ماشینی پرسی دو لایه با سطح صاف با ملات ماسه سیمان 1:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
بنایی با بلوک های بتن ی پیش‌ساخته از بتن  سبک اتوکلاوشده (بتن  گازی) با ملات مخصوص به ضخامت تا ٨ سانتی‌متر.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب دریچه بتنی به قطر ۶٣ تا ۶۵ سانتی‌مترکلاف بتنی یا چدنی.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه، حمل و ریختن شن نقلی در معابر، محوطه‌ها و یا هر محل دیگری که لازم باشد، به انضمام پخش و تسطیح آن‌ها در ضخامت‌های لازم.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب سنگ پلاک تراورتن کرم آتشکوه یا عباس آباد (مرکزی) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه و نصب پانل‌های کامپوزیتی به ضخامت ۴ میلی‌متر، شامل دو رو ورق آلومینیوم هر یک به ضخامت ٠٫٣میلی‌متر یا لایه میانی پلی اتیلن.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
آجرکاری با آجرفشاری برای زیرسازی پله با ملات ماسه سیمان 1:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه وسایل و قالب بندی با استفاده از تخته نراد خارجی، برای بتن ریزی پشت جدول فشازی و بتن  مگر به هر ارتفاع,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
برچیدن ورق یا پانل‌های پلیمری از روی شیروانی، سقف  سایه بان و مانند آن به هر ضخامت برحسب سطح برچیده شده.,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
تهیه و نصب سقف کاذب الومینیومی از نوع سامانه سقف کاذب خطی، با پوشش رنگ پودری الکترواستاتیک به ضخامت ۶٠ تا ٨٠ میکرون.,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
تهیه وسایل و قالب بندی با استفاده از قالب فولادی روی سطح فوقانی دال یا تیر بتنی شیب‌دار.,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
بنایی با بلوک های بتن ی پیش‌ساخته از بتن  سبک اتوکلاوشده (بتن  گازی) با ملات مخصوص به ضخامت حدود ٣٠ سانتی‌متر.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
برچیدن زیرسازی سطوح کاذب با مصالح چوبی.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و اجرای ورق کششی پیش‌ساخته از ورق فولادی به ضخامت ٠٫۶ تا ۶ میلی‌متر جهت ساخت حصار، نرده و مانند آن.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه مصالح، حمل و اجرای کف‌پوش‌های بتنی پیش‌ساخته پرسی، به ضخامت ۴ سانتی‌متر و به سطح تا ١۶ دسی مترمربع، برای هر کف‌پوش، با ملات ماسه سیمان 1:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
برش بتن  به انضمام بریدن میلگردها، با کاتر به ضخامت تا ١۵ سانتی‌متر (اندازه‌گیری برحسب هر خط برش).,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه، ساخت و نصب برشگیر از ناودانی، نبشی، میلگرد، ورق و مانند آن روی قطعات اسکلت فولادی.,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
تهی  وسایل و قالب بندی با استفاده از قالب فولادی در تیرهای بتنی تا ارتفاع حداکثر ٣٫۵ متر.,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب شیشه‌ایمنی آبدیده حرارتی به ضخامت ۵میلی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه مصالح و اجرای رنگ نیم پلاستیک روی سطوح گچی یا صفحات گچی دیوارها و سقف ها.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
تهیه کامپوزیت های چوب پلاستیک توپر و توخالی به ابعاد و ضخامت‌های مختلف برای پوشش کف ها، دیوارها و سقف ها.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه و نصب سنگ پلاک مرمریت خاکستری (سیلک امپرادو) نیریز (فارس) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه مصالح و اجرای رنگ اپوکسی پلی آمید فسفات روی دو جزئی به طریق بدون هوا، روی اسکلت فولادی در یک قشر به ضخامت خشک ۴٠ میکرون.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
مات کردن شیشه به روش ماسه پاشی (سند بلاست کردن شیشه).,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
هیه و نصب کف‌پوش ورزشی از نوع P.V.C زیرفومدار به ضخامت بیش از ۶ تا ٧ میلی‌متر به‌صورت رول.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اضافه بهای نماسازی نسبت به‌ ردیف های دیوارچینی با آجر ماسه آهکی، درصورتی‌که در نما از آجر ماشینی سوراخ دار به ابعاد آجر فشاری استفاده شود.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
تهیه و نصب سنگ پلاک تراورتن کرم یا بژ خلخال (اردبیل) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه مصالح و اجرای رنگ روغنی کامل روی کارهای فلزی.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
بنایی با بلوک های بتن ی پیش‌ساخته از بتن  سبک اتوکلاوشده (بتن  گازی) با ملات مخصوص به ضخامت حدود ٢۵سانتی‌متر.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه مصالح و اجرای تا ١٠ دست ساب روی سطوح سنگ کاری شده با سنگهای پلاک گرانیت.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اندود تخته ماله ای (قشر رویه) در یک دست، به ضخامت حدود ٠٫۵ سانتی‌متر، روی سطوح قائم و افقی با ملات. سیمان، پودر و خاک سنگ ١:١:٣,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه ورق‌های تخت شفاف و رنگی پلی کربنات به ضخامت اسمی ٢ میلی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
تهیه وسایل و قالب بندی با استفاده از قالب فولادی در تیرهای بتنی که ارتفاع بیش از ۵٫۵ متر و حداکثر ٧٫۵ متر باشد.,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
تهیه و اجرای آسفالت سر د مخلوط در محل با سنگ شکسته، هرگاه مصالح با دانه بندی پیوسته صفر تا ٢۵میلی‌متر باشد.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
تهیه مصالح و اجرای رنگ پلاستیک روی سطوح سیمانی یا بتنی شامل آستر و رویه.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
تهیه و نصب کف خواب سر ناودان، کاسه ناودان، کلاهک دودکش و مانند آن با ورق گالوانیزه، لحیم کاری، پرچ و سایر کارهای لازم روی آن.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
تهیه و نصب فتیله چوبی از چوب داخلی، به ابعاد اسمی 2*2 سانتی‌متر یا مقطع معادل آن. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
لایه کاری دو شیشه مسطح با لایه پلیمری پلی وینیل بوتیرال بین دو شیشه به ضخامت ١٫۵٢ میلیمتر.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
تهیه و نصب پاخور و مانند آن روی درهای چوبی، از ورق آلومینیوم رنگ نشده.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
تهیه و اجرای ماستیک آب بند سیلیکونی برای مصرف در درزها با پرداخت سطح به‌طور کامل.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
تهیه و نصب صفحات سیمانی الیاف دار، به ضخامت حدود ۶ میلی‌متر، زیر سقف  که با استفاده از فولاد گالوانیزه سرد نورد شده زیرسازی شده باشد، به ازای هر صفحه سیمانی.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 تهیه و نصب صفحات رابیتس گالوانیزه گرم.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
تهیه، حمل و ریختن خاک رس طبق مشخصات در ترانشه، کانال و کف، به انضمام پخش، تسطیح و کوبیدن آن‌ها درصورتی‌که ضخامت قشرهای خاک‌ریزی پس از کوبیده شدن حداکثر ١۵ سانتی‌متر باشد.,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
تهیه و نصب قطعات بتنی پیش‌ساخته مدولار با عیار ٣۵٠ کیلوگرم سیمان در مترمکعب برای خاک‌های مسلح و غیرمسلح.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تخریب انواع دیوار پانلی مشبک عایق دار و دیوار پانلی ماندگار.,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
مات کردن شیشه به روش اسیدشویی.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
تهیه و نصب ستون دیوارهای بتنی پیش‌ساخته محوطه با عیار ٣۵٠ کیلوگرم سیمان در هر مترمکعب.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه، ساخت و نصب حفاظ، نرده و نردبان و قاب سازی فولادی کف پله ها از لوله سیاه و پروفی ل های تو خالی، باجاسازی و دستمزد نصب یراق‌آلات همراه با جوش کاری وساییدن لازم.,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
تهیه و نصب سنگ پلاک تراورتن سفید دره بخاری (مرکزی) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه مصالح و اجرای ژئوسنتتیک آب بند رسی سوزنی شده با (Geosynthetic Clay Liner Needle Punching) وزن نهایی ۵ کیلوگرم بر مترمربع.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
بندکشی توخالی با ملات ماسه‌بادی و سیمان 1:4 روی نمای آجری.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
